---,WaveName,WaveDisplayName,BuildingDamageMultiplierTier,AreaMin,AreaMax,Waves,IsGlobalFallback,IsStartingWave
292,"Rocknoses_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""665136554B4EA07D8AD5F8B39C4E0C8F"", ""An avalanche of Rocknoses"")","0","(X=-189000.000000,Y=-30000.000000)","(X=105000.000000,Y=174000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),OnBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),Boss=""Wildlife_Rocknose_King_Boss"",InBaseBoss=""Wildlife_Rocknose_King_Boss"",SpawnCap=10,ActiveCap=5,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),OnBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),Boss=""Wildlife_Rocknose_King_Boss"",InBaseBoss=""Wildlife_Rocknose_King_Boss"",SpawnCap=12,ActiveCap=6,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),OnBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),Boss=""Wildlife_Rocknose_King"",InBaseBoss=""Wildlife_Rocknose_King"",SpawnCap=12,ActiveCap=6,NextWave=""Rocknoses_Wave4"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),OnBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss""),Boss=""Wildlife_RocknoseWhite"",InBaseBoss=""Wildlife_Rocknose_King"",SpawnCap=15,ActiveCap=8,NextWave=""Rocknoses_Wave4"",WaveTime=600.000000))","False","False"
293,"Rocknoses_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""458CB50A4B18DB3D028D7BB969766B0A"", ""An avalanche of Rocknoses"")","0","(X=-189000.000000,Y=-30000.000000)","(X=105000.000000,Y=174000.000000)","((DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss"",""Wildlife_Rocknose_King_Molten"",""Wildlife_Rocknose_King""),OnBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss"",""Wildlife_Rocknose_King_Molten"",""Wildlife_Rocknose_King""),Boss=""Wildlife_Rocknose_King"",InBaseBoss=""Wildlife_Rocknose_King"",SpawnCap=12,ActiveCap=6,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss"",""Wildlife_Rocknose_King_Molten"",""Wildlife_Rocknose_King""),OnBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss"",""Wildlife_Rocknose_King_Molten"",""Wildlife_Rocknose_King""),Boss=""Wildlife_Rocknose_King"",InBaseBoss=""Wildlife_Rocknose_King"",SpawnCap=15,ActiveCap=8,NextWave=""Rocknoses_Wave5"",WaveTime=600.000000))","False","False"
294,"Rocknoses_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""0956C8954CCD95E9EE7503A1369F14D6"", ""An avalanche of Rocknoses"")","0","(X=-189000.000000,Y=-30000.000000)","(X=105000.000000,Y=174000.000000)","((DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss"",""Wildlife_Rocknose_King_Molten"",""Wildlife_Rocknose_King""),OnBaseSpawnData=(""Wildlife_Rocknose"",""Wildlife_RocknoseIce"",""Wildlife_RocknoseMoss"",""Wildlife_Rocknose_King_Molten"",""Wildlife_Rocknose_King""),Boss=""Wildlife_Rocknose_King_Boss"",InBaseBoss=""Wildlife_Rocknose_King_Boss"",SpawnCap=15,ActiveCap=8,WaveTime=600.000000))","False","False"
296,"ChildrenOfJhil_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""F61215B74791B4133175A4B45F318E57"", ""The Children of Jhil"")","0","(X=1000.000000,Y=-145000.000000)","(X=66000.000000,Y=-60000.000000)","((OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=3,ActiveCap=6,NextWave=""ChildrenOfJhil_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=4,ActiveCap=8,NextWave=""ChildrenOfJhil_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=5,ActiveCap=10,NextWave=""ChildrenOfJhil_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=6,ActiveCap=12,NextWave=""ChildrenOfJhil_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=7,ActiveCap=14,NextWave=""ChildrenOfJhil_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),SpawnCap=8,ActiveCap=16,NextWave=""ChildrenOfJhil_Wave2"",WaveTime=600.000000))","False","True"
297,"ChildrenOfJhil_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""30E2A6AE479EBF572DFDA99F98F81EC3"", ""The Children of Jhil"")","0","(X=1000.000000,Y=-145000.000000)","(X=66000.000000,Y=-60000.000000)","((OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=4,ActiveCap=8,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=5,ActiveCap=10,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=6,ActiveCap=12,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=8,ActiveCap=16,NextWave=""ChildrenOfJhil_Wave3"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=9,ActiveCap=18,NextWave=""ChildrenOfJhil_Wave3"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=10,ActiveCap=20,NextWave=""ChildrenOfJhil_Wave3"",WaveTime=600.000000))","False","False"
298,"ChildrenOfJhil_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""DE4010BE4D4D79DCA7F825AA6C15060F"", ""The Children of Jhil"")","0","(X=1000.000000,Y=-145000.000000)","(X=66000.000000,Y=-60000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=10,ActiveCap=20,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=12,ActiveCap=24,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Wildlife_Children_of_Jhil""),OnBaseSpawnData=(""Wildlife_Children_of_Jhil""),Boss=""Wildlife_Children_of_Jhil_Miniboss"",InBaseBoss=""Wildlife_Children_of_Jhil_Miniboss"",SpawnCap=10,ActiveCap=40,SpawnLocationCap=4,WaveTime=600.000000))","False","False"
10,"DarfariOstriches_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""5B624A6D4BE5D7721EEBECAC05C4E0D0"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((OffBaseSpawnData=(""DarfariArcher_Low"",""DarfariFighter_Low"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""DarfariOstriches_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""DarfariOstriches_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""DarfariOstriches_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""DarfariOstriches_Purge_Wave2"",WaveTime=600.000000))","False","True"
11,"DarfariOstriches_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""012465484CF20EE49E69B784E8058899"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((OffBaseSpawnData=(""DarfariArcher_Low"",""DarfariFighter_Low"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave3"",WaveTime=600.000000))","False","False"
12,"DarfariOstriches_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""8C730B5E40CC48917DCEF79C0623DF7B"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_Mid"",""DarfariFighter_Mid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_Mid"",""DarfariFighter_Mid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_Mid"",""DarfariFighter_Mid"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave4"",WaveTime=600.000000))","False","False"
13,"DarfariOstriches_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""17D90BA24B00AF1DD78626B49F6C29CE"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_MidHigh"",""DarfariFighter_MidHigh"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_MidHigh"",""DarfariFighter_MidHigh"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_MidHigh"",""DarfariFighter_MidHigh"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave5"",WaveTime=600.000000))","False","False"
14,"DarfariOstriches_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""F4A9DA984D6440CB234F22BD9D61C12F"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_DarfariBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_DarfariBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave6"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_UndeadLizardMan""),Boss=""Purge_DarfariBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave6"",WaveTime=600.000000))","False","False"
15,"DarfariOstriches_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""7089F401417DBEB17E3E2CA95E895D76"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_Darfari_Artisan"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=11,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave7"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_Darfari_Artisan"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=11,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave7"",WaveTime=600.000000))","False","False"
16,"DarfariOstriches_Purge_Wave7","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""8B747E924FD832B681AD24BDB5EB1D7B"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Darfari_Cannibals_Fighter_3_FireOrb"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_DarfariBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_DarfariBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave8"",WaveTime=600.000000))","False","False"
17,"DarfariOstriches_Purge_Wave8","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""D7CE77AE4B953A54E5CAF2856A8F9682"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Darfari_Cannibals_Fighter_3_FireOrb"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan"",""Wildlife_UndeadHyena""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=13,ActiveCap=5,SpawnLocationCap=3,NextWave=""DarfariOstriches_Purge_Wave9"",WaveTime=600.000000))","False","False"
18,"DarfariOstriches_Purge_Wave9","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""B8FA43BA4B05145D5D1314A80EA742D7"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Darfari_Cannibals_Fighter_3_FireOrb"",""Wildlife_RandomOstrich_Purge""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan""),Boss=""Purge_DarfariBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000))","False","False"
300,"CrocodilePurge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""8E944330443E85C7005372BEF8B5E3D2"", ""A bask of lizards"")","0","(X=-100000.000000,Y=81000.000000)","(X=360000.000000,Y=198000.000000)","((OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),ActiveCap=4,NextWave=""CrocodilePurge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),SpawnCap=3,ActiveCap=6,NextWave=""CrocodilePurge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),SpawnCap=4,ActiveCap=8,NextWave=""CrocodilePurge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),SpawnCap=5,ActiveCap=10,NextWave=""CrocodilePurge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),SpawnCap=6,ActiveCap=12,NextWave=""CrocodilePurge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),SpawnCap=7,ActiveCap=14,NextWave=""CrocodilePurge_Wave2"",WaveTime=600.000000))","False","True"
301,"CrocodilePurge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""BACC6B974FB3EBCC7D9A06B7A910802A"", ""A bask of lizards"")","0","(X=-100000.000000,Y=81000.000000)","(X=360000.000000,Y=198000.000000)","((OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),Boss=""Wildlife_Miniboss_ReptileCrocodile"",InBaseBoss=""Wildlife_Miniboss_ReptileCrocodile"",SpawnCap=4,ActiveCap=8,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),Boss=""Wildlife_Miniboss_ReptileCrocodile"",InBaseBoss=""Wildlife_Miniboss_ReptileCrocodile"",SpawnCap=6,ActiveCap=12,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),InBaseBoss=""Wildlife_Miniboss_ReptileCrocodile"",SpawnCap=8,ActiveCap=16,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),Boss=""Boss_CrocodileGiant"",InBaseBoss=""Boss_CrocodileGiant"",SpawnCap=10,ActiveCap=20,WaveTime=600.000000),(DifficultyThreshold=5,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),Boss=""Boss_CrocodileGiant"",InBaseBoss=""Boss_CrocodileGiant"",SpawnCap=10,ActiveCap=30,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=6,OffBaseSpawnData=(""Purge_Wildlife_Crocodile""),OnBaseSpawnData=(""Purge_Wildlife_Crocodile""),Boss=""Boss_CrocodileGiant"",InBaseBoss=""Boss_CrocodileGiant"",SpawnCap=15,ActiveCap=40,SpawnLocationCap=4,WaveTime=600.000000))","False","False"
